2,3,11														
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE		
vo_gothic_gothic_	static_00_	talk_npc_07	vo_gothic_gothic_static_00_talk_npc_07	omuk		Static	warning	dialog without topic	Be careful what you say.	5	嘿，你说话要小心了	1		
vo_gothic_gothic_	static_00_	talk_npc_08	vo_gothic_gothic_static_00_talk_npc_08	omuk		Static	concerned	dialog without topic	This means trouble.	3	这下麻烦了！	1		
vo_gothic_gothic_	static_00_	talk_npc_09	vo_gothic_gothic_static_00_talk_npc_09	omuk		Static	unconcerned	dialog without topic	It will blow over.	4	很快大家就都忘了	1		
vo_gothic_gothic_	static_00_	talk_npc_confirm_00	vo_gothic_gothic_static_00_talk_npc_confirm_00	omuk		Static	dutiful	confirms orders during battle	Understood.	1	明白	1		
vo_gothic_gothic_	static_00_	talk_npc_confirm_01	vo_gothic_gothic_static_00_talk_npc_confirm_01	omuk		Static	dutiful	confirms orders during battle	Yes, my lord.	3	是的，大人	1		
vo_gothic_gothic_	static_00_	talk_npc_confirm_02	vo_gothic_gothic_static_00_talk_npc_confirm_02	omuk		Static	dutiful	confirms orders during battle	At once.	2	这就去办	1		
vo_gothic_gothic_	static_00_	talk_npc_confirm_battle_00	vo_gothic_gothic_static_00_talk_npc_confirm_battle_00	omuk		Static	rush of battle	confirms orders during battle	Understood!	1	遵命！	1		
vo_gothic_gothic_	static_00_	talk_npc_confirm_battle_01	vo_gothic_gothic_static_00_talk_npc_confirm_battle_01	omuk		Static	rush of battle	confirms orders during battle	Yes, my lord!	3	是，大人	1		
vo_gothic_gothic_	static_00_	talk_npc_confirm_battle_02	vo_gothic_gothic_static_00_talk_npc_confirm_battle_02	omuk		Static	rush of battle	confirms orders during battle	I will not fail!	4	不会让你失望的！	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_00	vo_gothic_gothic_static_00_talk_npc_orders_00	omuk		Static	focussed	gives orders to guardpost	Carry on.	2	保持警戒	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_01	vo_gothic_gothic_static_00_talk_npc_orders_01	omuk		Static	focussed	gives orders to guardpost	Continue.	1	继续保持	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_02	vo_gothic_gothic_static_00_talk_npc_orders_02	omuk		Static	focussed	gives orders to guardpost	Stay vigilant.	2	保持警惕	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_03	vo_gothic_gothic_static_00_talk_npc_orders_03	omuk		Static	focussed	gives orders to guardpost	Stay sharp.	2	提高警觉	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_04	vo_gothic_gothic_static_00_talk_npc_orders_04	omuk		Static	focussed	gives orders to guardpost	Keep it up.	3	坚持下去	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_05	vo_gothic_gothic_static_00_talk_npc_orders_05	omuk		Static	focussed	gives orders to guardpost	Do not get lazy.	4	别放弃!	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_00	vo_gothic_gothic_static_00_talk_npc_orders_battle_00	omuk		Static	rush of battle	asks guardpost for status during battle	Carry on!	2	坚持下去！	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_01	vo_gothic_gothic_static_00_talk_npc_orders_battle_01	omuk		Static	rush of battle	asks guardpost for status during battle	I have new orders!	4	收到新命令！	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_02	vo_gothic_gothic_static_00_talk_npc_orders_battle_02	omuk		Static	rush of battle	gives orders to guardpost during battle	Stay strong!	2	继续保持警戒	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_03	vo_gothic_gothic_static_00_talk_npc_orders_battle_03	omuk		Static	rush of battle	gives orders to guardpost during battle	Hold your position!	3	守住防线！	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_04	vo_gothic_gothic_static_00_talk_npc_orders_battle_04	omuk		Static	rush of battle	gives orders to guardpost during battle	New orders!	2	新命令！	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_05	vo_gothic_gothic_static_00_talk_npc_orders_battle_05	omuk		Static	rush of battle	gives orders to guardpost during battle	Continue!	1	继续坚持！	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_06	vo_gothic_gothic_static_00_talk_npc_orders_battle_06	omuk		Static	rush of battle	gives orders to guardpost during battle	Reload!	1	重新装弹！	1		
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_07	vo_gothic_gothic_static_00_talk_npc_orders_battle_07	omuk		Static	rush of battle	gives orders to guardpost during battle	Fire!	1	开火！	1		
vo_gothic_gothic_	static_00_	talk_npc_report_00	vo_gothic_gothic_static_00_talk_npc_report_00	omuk		Static	focussed	asks guardpost for status	Report.	1	报告情况	1		
vo_gothic_gothic_	static_00_	talk_npc_report_01	vo_gothic_gothic_static_00_talk_npc_report_01	omuk		Static	focussed	asks guardpost for status	Your report?	2	什么情况?	1		
vo_gothic_gothic_	static_00_	talk_npc_report_02	vo_gothic_gothic_static_00_talk_npc_report_02	omuk		Static	focussed	asks guardpost for status	What news?	2	战况如何?	1		
vo_gothic_gothic_	static_00_	talk_npc_report_03	vo_gothic_gothic_static_00_talk_npc_report_03	omuk		Static	focussed	asks guardpost for status	Anything new?	2	有新消息吗？	1		
vo_gothic_gothic_	static_00_	talk_npc_report_04	vo_gothic_gothic_static_00_talk_npc_report_04	omuk		Static	focussed	asks guardpost for status	Everything quiet?	2	一切正常吗？	1		
vo_gothic_gothic_	static_00_	talk_npc_report_battle_00	vo_gothic_gothic_static_00_talk_npc_report_battle_00	omuk		Static	rush of battle	asks guardpost for status during battle	Report!	1	报告情况！	1		
vo_gothic_gothic_	static_00_	talk_npc_report_battle_01	vo_gothic_gothic_static_00_talk_npc_report_battle_01	omuk		Static	rush of battle	asks guardpost for status during battle	Tell me!	2	汇报情况!	1		
vo_gothic_gothic_	static_00_	talk_npc_report_battle_02	vo_gothic_gothic_static_00_talk_npc_report_battle_02	omuk		Static	rush of battle	asks guardpost for status during battle	Give your report!	3	向我汇报情况!	1		
vo_gothic_gothic_	static_00_	talk_npc_tense_00	vo_gothic_gothic_static_00_talk_npc_tense_00	omuk		Static	dutiful	"dialog without topic
(during open battle)"	We have our orders!	4	我们有令在身!	1		
vo_gothic_gothic_	static_00_	talk_npc_tense_01	vo_gothic_gothic_static_00_talk_npc_tense_01	omuk		Static	anxious	"dialog without topic
(during open battle)"	The battle wages on.	4	战斗仍在继续	1		
vo_gothic_gothic_	static_00_	talk_npc_tense_02	vo_gothic_gothic_static_00_talk_npc_tense_02	omuk		Static	for honor!	"dialog without topic
(during open battle)"	We will gain honour today.	5	今天我们无比荣耀	1		
vo_gothic_gothic_	static_00_	talk_npc_tense_03	vo_gothic_gothic_static_00_talk_npc_tense_03	omuk		Static	for honor!	"dialog without topic
(during open battle)"	We must stay strong.	4	必须保持状态	1		
vo_gothic_gothic_	static_00_	talk_npc_tense_04	vo_gothic_gothic_static_00_talk_npc_tense_04	omuk		Static	fierce	"dialog without topic
(during open battle)"	Let the enemy come to us.	6	让敌人放马过来吧	1		
vo_eny_eny_	static_00_	urinate_00	vo_eny_eny_static_00_urinate_00	omuk		Static		(sound) relieves himself		0		0		
vo_eny_eny_	static_00_	whistle_00	vo_eny_eny_static_00_whistle_00	omuk		Static		(sound) whistles a tune		0		0		
vo_eny_eny_	static_00_	wounded_00	vo_eny_eny_static_00_wounded_00	omuk		Static		(sound) badly wounded, lying on stretcher, moaning		0		0		
vo_eny_eny_	static_00_	yawn_00	vo_eny_eny_static_00_yawn_00	omuk		Static		(sound) yawn		0		0		
														
									WORDCOUNT EN:	1081		300		
